Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ginger,2001,Whole Year ,4,1554,1550.0,183527.61,467.22,1.035384615
Gram,2001,Rabi       ,4,10454,1550.0,17309809.44,44066.88,0.7325
Groundnut,2001,Kharif     ,4,7238,1550.0,3452402.52,8789.04,1.31375
Horse-gram,2001,Kharif     ,4,8268,1550.0,5892288.22,15000.44,0.325625
Jowar,2001,Kharif     ,4,4476,1550.0,962370.99,2449.98,0.948125
Khesari,2001,Rabi       ,4,11889,1550.0,42466471.04,108110.08,0.578
Linseed,2001,Rabi       ,4,9012,1550.0,8401213.8,21387.6,0.272
Maize,2001,Kharif     ,4,9278,1550.0,9581836.6,24393.2,0.75375
Masoor,2001,Rabi       ,4,5625,1550.0,1628564.98,4145.96,0.417333333
Mesta,2001,Kharif     ,4,1211,1550.0,135322.25,344.5,2.1525
Moong(Green Gram),2001,Kharif     ,4,4528,1550.0,987494.97,2513.94,0.261875
Moong(Green Gram),2001,Rabi       ,4,3370,1550.0,567638.54,1445.08,0.247333333
Niger seed,2001,Kharif     ,4,8824,1550.0,7614710.67,19385.34,0.220769231
Onion,2001,Whole Year ,4,2673,1550.0,391770.68,997.36,8.872
Other  Rabi pulses,2001,Rabi       ,4,973,1550.0,104581.12,266.24,0.326153846
Other Kharif pulses,2001,Kharif     ,4,3442,1550.0,587656.02,1496.04,0.352
Peas & beans (Pulses),2001,Rabi       ,4,4969,1550.0,1210342.63,3081.26,0.329375
Potato,2001,Whole Year ,4,4450,1550.0,951340.95,2421.9,6.849375
Ragi,2001,Kharif     ,4,4794,1550.0,1109131.8,2823.6,0.283636364
Rapeseed &Mustard,2001,Rabi       ,4,7973,1550.0,5140713.55,13087.1,0.346875
Rice,2001,Kharif     ,4,13495,1550.0,389126738.6,990629.12,1.34375
Safflower,2001,Rabi       ,4,357,1550.0,34519.94,87.88,0.24125
Sannhamp,2001,Whole Year ,4,1515,1550.0,177297.68,451.36,0.34875
Sesamum,2001,Kharif     ,4,6462,1550.0,2410370.13,6136.26,0.246875
Small millets,2001,Kharif     ,4,11266,1550.0,28498048.81,72549.62,0.239375
Soyabean,2001,Kharif     ,4,4737,1550.0,1084824.86,2761.72,0.915333333
Sugarcane,2001,Whole Year ,4,2525,1550.0,355003.88,903.76,2.805714286
Sunflower,2001,Kharif     ,4,2215,1550.0,294645.05,750.1,0.388571429
Sweet potato,2001,Whole Year ,4,1933,1550.0,245316.26,624.52,5.834375
Tobacco,2001,Whole Year ,4,50,1550.0,4085.2,10.4,0.6075
Turmeric,2001,Whole Year ,4,645,1550.0,66282.37,168.74,1.075333333
Urad,2001,Kharif     ,4,9713,1550.0,11593899.73,29515.46,0.319375
Urad,2001,Rabi       ,4,3359,1550.0,563655.47,1434.94,0.250833333
Wheat,2001,Rabi       ,4,9370,1550.0,9994543.93,25443.86,1.195
Arhar/Tur,2001,Kharif     ,7,11563,666.5,33937799.0,86398.0,0.643888889
Bajra,2001,Kharif     ,7,12658,666.5,81693787.0,207974.0,1.341176471
Bajra,2001,Summer     ,7,10102,666.5,14287987.0,36374.0,1.802666667
Banana,2001,Whole Year ,7,6526,666.5,2491972.0,6344.0,61.91875
Castor seed,2001,Kharif     ,7,11423,666.5,31119011.0,79222.0,1.58
Cotton(lint),2001,Kharif     ,7,13162,666.5,178707074.0,454948.0,1.133529412
Dry chillies,2001,Whole Year ,7,5268,666.5,1388968.0,3536.0,0.890526316
Garlic,2001,Whole Year ,7,4447,666.5,949809.0,2418.0,5.978333333
Gram,2001,Rabi       ,7,7919,666.5,5014583.0,12766.0,0.568333333
Groundnut,2001,Kharif     ,7,13189,666.5,189011991.0,481182.0,1.281052632
Groundnut,2001,Summer     ,7,7390,666.5,3778810.0,9620.0,1.344210526
Guar seed,2001,Whole Year ,7,11173,666.5,26982746.0,68692.0,0.47
Jowar,2001,Kharif     ,7,10087,666.5,14124579.0,35958.0,0.888666667
Jowar,2001,Rabi       ,7,7717,666.5,4503933.0,11466.0,0.865
Maize,2001,Kharif     ,7,11995,666.5,45294655.0,115310.0,2.108666667
Moong(Green Gram),2001,Kharif     ,7,10440,666.5,17198692.0,43784.0,0.505555556
Moth,2001,Kharif     ,7,7676,666.5,4412016.0,11232.0,0.293333333
Onion,2001,Whole Year ,7,6511,666.5,2471546.0,6292.0,29.52625
Other  Rabi pulses,2001,Rabi       ,7,1932,666.5,245112.0,624.0,0.5925
Other Kharif pulses,2001,Kharif     ,7,6287,666.5,2175369.0,5538.0,0.42
Potato,2001,Whole Year ,7,7138,666.5,3298799.0,8398.0,22.995
Ragi,2001,Kharif     ,7,6258,666.5,2144730.0,5460.0,1.005
Rapeseed &Mustard,2001,Rabi       ,7,11041,666.5,25236323.0,64246.0,1.121875
Rice,2001,Kharif     ,7,12491,666.5,67814320.0,172640.0,1.533571429
Rice,2001,Summer     ,7,2659,666.5,388094.0,988.0,2.935
Sesamum,2001,Kharif     ,7,11758,666.5,38768548.0,98696.0,0.582941176
Small millets,2001,Kharif     ,7,5157,666.5,1317477.0,3354.0,0.21
Small millets,2001,Rabi       ,7,1111,666.5,122556.0,312.0,0.433333333
Sugarcane,2001,Whole Year ,7,10522,666.5,17954454.0,45708.0,62.97384615
Tobacco,2001,Whole Year ,7,9095,666.5,8732115.0,22230.0,1.545714286
Urad,2001,Kharif     ,7,9716,666.5,11612181.0,29562.0,0.608888889
Wheat,2001,Rabi       ,7,12054,666.5,48011313.0,122226.0,2.474736842
Arhar/Tur,2001,Kharif     ,8,5898,483.8,1828433.39,4654.78,0.772222222
Bajra,2001,Kharif     ,8,12329,483.8,59794459.62,152223.24,1.065263158
Barley,2001,Rabi       ,8,6965,483.8,3030503.49,7714.98,1.782222222
Cotton(lint),2001,Kharif     ,8,12435,483.8,64287566.84,163661.68,0.804736842
Dry chillies,2001,Whole Year ,8,1646,483.8,197417.29,502.58,0.806111111
Garlic,2001,Whole Year ,8,369,483.8,35643.37,90.74,5.467142857
Gram,2001,Rabi       ,8,10134,483.8,14551073.88,37043.76,0.587894737
Groundnut,2001,Kharif     ,8,497,483.8,49533.05,126.1,0.303636364
Horse-gram,2001,Kharif     ,8,331,483.8,31660.3,80.6,0.0
Jowar,2001,Kharif     ,8,9509,483.8,10602523.82,26991.64,0.12
Maize,2001,Kharif     ,8,5903,483.8,1832620.72,4665.44,1.051764706
Masoor,2001,Rabi       ,8,4455,483.8,952362.25,2424.5,0.811333333
Moong(Green Gram),2001,Kharif     ,8,5273,483.8,1391010.6,3541.2,0.069411765
Moth,2001,Kharif     ,8,1587,483.8,188634.11,480.22,0.04625
Onion,2001,Whole Year ,8,2555,483.8,362970.02,924.04,13.56916667
Peas & beans (Pulses),2001,Rabi       ,8,1010,483.8,108768.45,276.9,0.576428571
Potato,2001,Whole Year ,8,4511,483.8,982082.08,2500.16,19.08055556
Rapeseed &Mustard,2001,Rabi       ,8,12213,483.8,54790191.75,139483.5,1.315789474
Rice,2001,Kharif     ,8,12861,483.8,104939085.6,267151.3,2.645555556
Sannhamp,2001,Whole Year ,8,1625,483.8,193536.35,492.7,0.117
Sesamum,2001,Kharif     ,8,3096,483.8,494104.94,1257.88,0.161111111
Sugarcane,2001,Whole Year ,8,10364,483.8,16461721.92,41907.84,47.62210526
Sunflower,2001,Rabi       ,8,2046,483.8,263597.53,671.06,1.175
Sweet potato,2001,Whole Year ,8,105,483.8,9089.57,23.14,0.0
Urad,2001,Kharif     ,8,1690,483.8,204157.87,519.74,0.101666667
Wheat,2001,Rabi       ,8,13289,483.8,234886335.9,597967.76,3.979473684
Arhar/Tur,2001,Kharif     ,9,1328,918.1,151152.4,384.8,0.495
Bajra,2001,Kharif     ,9,128,918.1,11234.3,28.6,0.5975
Barley,2001,Rabi       ,9,6584,918.1,2554986.21,6504.42,1.36
Coriander,2001,Whole Year ,9,330,918.1,31456.04,80.08,1.35125
Cotton(lint),2001,Kharif     ,9,29,918.1,2042.6,5.2,0.8975
Dry chillies,2001,Whole Year ,9,973,918.1,104581.12,266.24,0.219
Garlic,2001,Whole Year ,9,1416,918.1,163101.61,415.22,1.018
Ginger,2001,Kharif     ,9,2063,918.1,266457.17,678.34,10.94888889
Gram,2001,Rabi       ,9,1070,918.1,116836.72,297.44,0.763
Groundnut,2001,Kharif     ,9,148,918.1,13174.77,33.54,0.508333333
Horse-gram,2001,Kharif     ,9,1942,918.1,246950.34,628.68,0.396
Linseed,2001,Rabi       ,9,1856,918.1,232039.36,590.72,0.38
Maize,2001,Kharif     ,9,11408,918.1,30769930.66,78333.32,2.463333333
Masoor,2001,Kharif     ,9,733,918.1,76699.63,195.26,0.501666667
Moong(Green Gram),2001,Kharif     ,9,111,918.1,9600.22,24.44,0.498571429
Onion,2001,Whole Year ,9,1043,918.1,113568.56,289.12,8.397777778
Other  Rabi pulses,2001,Rabi       ,9,29,918.1,2042.6,5.2,0.565
Other Kharif pulses,2001,Kharif     ,9,3204,918.1,519841.7,1323.4,0.484545455
Peas & beans (Pulses),2001,Kharif     ,9,3278,918.1,540676.22,1376.44,1.548888889
Potato,2001,Whole Year ,9,4253,918.1,866062.4,2204.8,8.677272727
Rapeseed &Mustard,2001,Rabi       ,9,4684,918.1,1060824.31,2700.62,0.638333333
Rice,2001,Kharif     ,9,8969,918.1,8229533.27,20950.54,1.654545455
Sannhamp,2001,Whole Year ,9,48,918.1,3880.94,9.88,1.0
Sesamum,2001,Kharif     ,9,2974,918.1,457031.75,1163.5,0.35
Small millets,2001,Kharif     ,9,5324,918.1,1416032.45,3604.9,0.551111111
Soyabean,2001,Kharif     ,9,656,918.1,67507.93,171.86,1.17625
Sugarcane,2001,Whole Year ,9,2080,918.1,269112.55,685.1,4.411428571
Sweet potato,2001,Whole Year ,9,119,918.1,10417.26,26.52,0.0
Tobacco,2001,Whole Year ,9,32,918.1,2348.99,5.98,1.05
Turmeric,2001,Whole Year ,9,146,918.1,12970.51,33.02,0.59625
Urad,2001,Kharif     ,9,5211,918.1,1355060.84,3449.68,0.476363636
Wheat,2001,Rabi       ,9,11714,918.1,37432483.34,95294.68,1.72
Arhar/Tur,2001,Kharif     ,14,11409,955.0,30791990.74,78389.48,0.793555556
Bajra,2001,Kharif     ,14,10367,955.0,16517178.51,42049.02,0.926764706
Banana,2001,Whole Year ,14,5934,955.0,1853148.85,4717.7,26.1695
Barley,2001,Rabi       ,14,9047,955.0,8549915.08,21766.16,1.374146341
Castor seed,2001,Kharif     ,14,2000,955.0,254916.48,648.96,0.364444444
Coriander,2001,Whole Year ,14,9507,955.0,10596293.89,26975.78,0.345813953
Cotton(lint),2001,Kharif     ,14,12205,955.0,54595736.23,138988.46,0.706315789
Dry chillies,2001,Whole Year ,14,7522,955.0,4053131.18,10318.36,0.484666667
Garlic,2001,Whole Year ,14,6396,955.0,2316819.05,5898.1,2.935777778
Ginger,2001,Kharif     ,14,3141,955.0,505543.5,1287.0,1.149487179
Gram,2001,Rabi       ,14,13330,955.0,260206916.1,662428.26,0.886444444
Groundnut,2001,Kharif     ,14,10830,955.0,21861232.89,55653.78,1.023333333
Jowar,2001,Kharif     ,14,12425,955.0,63571431.28,161838.56,0.977555556
Jowar,2001,Rabi       ,14,3049,955.0,477559.88,1215.76,1.232142857
Linseed,2001,Rabi       ,14,10390,955.0,16723072.59,42573.18,0.488409091
Maize,2001,Kharif     ,14,12711,955.0,86102228.45,219196.9,1.943555556
Niger seed,2001,Kharif     ,14,9646,955.0,11154025.82,28395.64,0.199230769
Onion,2001,Whole Year ,14,6420,955.0,2354811.41,5994.82,13.41155556
Other  Rabi pulses,2001,Rabi       ,14,12589,955.0,75982166.75,193433.5,0.445777778
Other Kharif pulses,2001,Kharif     ,14,12284,955.0,58134744.99,147997.98,0.335111111
Potato,2001,Whole Year ,14,7459,955.0,3920464.31,9980.62,13.38955556
Ragi,2001,Kharif     ,14,519,955.0,51882.04,132.08,0.257777778
Rapeseed &Mustard,2001,Rabi       ,14,12127,955.0,51550015.37,131234.74,0.607111111
Rice,2001,Kharif     ,14,13168,955.0,180376899.5,459199.0,0.849333333
Safflower,2001,Rabi       ,14,342,955.0,32783.73,83.46,0.266111111
Sannhamp,2001,Whole Year ,14,3529,955.0,614311.95,1563.9,1.862619048
Sesamum,2001,Kharif     ,14,9999,955.0,13461040.39,34268.78,0.321136364
Small millets,2001,Kharif     ,14,12008,955.0,45644654.51,116201.02,0.246052632
Soyabean,2001,Kharif     ,14,13556,955.0,453035198.8,1153325.68,0.862222222
Sugarcane,2001,Whole Year ,14,7603,955.0,4230939.51,10771.02,30.92022222
Sunflower,2001,Kharif     ,14,1714,955.0,207834.55,529.1,0.337368421
Sweet potato,2001,Whole Year ,14,2624,955.0,378595.91,963.82,5.656818182
Tobacco,2001,Whole Year ,14,280,955.0,26043.15,66.3,0.498333333
Turmeric,2001,Whole Year ,14,401,955.0,39013.66,99.32,0.968571429
Wheat,2001,Rabi       ,14,13488,955.0,377034035.9,959843.82,1.654888889
Arhar/Tur,2001,Kharif     ,15,12852,1035.8,103896849.0,264498.0,0.6271875
Bajra,2001,Kharif     ,15,13032,1035.8,142900296.0,363792.0,0.515909091
Castor seed,2001,Kharif     ,15,4979,1035.8,1215347.0,3094.0,0.346818182
Cotton(lint),2001,Kharif     ,15,13424,1035.8,317083011.0,807222.0,0.897307692
Gram,2001,Rabi       ,15,12608,1035.8,77240919.0,196638.0,0.583870968
Groundnut,2001,Kharif     ,15,11664,1035.8,36092742.0,91884.0,0.733703704
Groundnut,2001,Summer     ,15,8871,1035.8,7761880.0,19760.0,1.387096774
Jowar,2001,Kharif     ,15,13174,1035.8,181822039.0,462878.0,1.109230769
Jowar,2001,Rabi       ,15,13451,1035.8,342819771.0,872742.0,0.722142857
Linseed,2001,Rabi       ,15,8645,1035.8,7016331.0,17862.0,0.338888889
Maize,2001,Kharif     ,15,11101,1035.8,25992085.0,66170.0,1.910769231
Maize,2001,Rabi       ,15,8451,1035.8,6444403.0,16406.0,1.887142857
Maize,2001,Summer     ,15,4257,1035.8,868105.0,2210.0,1.293529412
Moong(Green Gram),2001,Kharif     ,15,12546,1035.8,72573578.0,184756.0,0.501515152
Niger seed,2001,Kharif     ,15,8209,1035.8,5719280.0,14560.0,0.35952381
Other  Rabi pulses,2001,Rabi       ,15,9988,1035.8,13379030.0,34060.0,0.479615385
Other Kharif pulses,2001,Kharif     ,15,10594,1035.8,18863411.0,48022.0,0.249677419
Ragi,2001,Kharif     ,15,10243,1035.8,15390991.0,39182.0,1.223333333
Rapeseed &Mustard,2001,Rabi       ,15,5032,1035.8,1245986.0,3172.0,0.304615385
Rice,2001,Kharif     ,15,13075,1035.8,151887736.0,386672.0,1.261875
Rice,2001,Summer     ,15,6751,1035.8,2737084.0,6968.0,2.192
Safflower,2001,Rabi       ,15,11315,1035.8,29290884.0,74568.0,0.496315789
Sesamum,2001,Kharif     ,15,9709,1035.8,11571329.0,29458.0,0.3446875
Sesamum,2001,Rabi       ,15,2985,1035.8,459585.0,1170.0,0.224166667
Small millets,2001,Kharif     ,15,9138,1035.8,8946588.0,22776.0,0.679333333
Small millets,2001,Rabi       ,15,6157,1035.8,2042600.0,5200.0,0.506315789
Soyabean,2001,Kharif     ,15,12915,1035.8,112843437.0,287274.0,1.250357143
Sugarcane,2001,Whole Year ,15,12307,1035.8,59051566.0,150332.0,69.57740741
Sunflower,2001,Kharif     ,15,8967,1035.8,8211252.0,20904.0,0.419565217
Sunflower,2001,Rabi       ,15,10602,1035.8,18914476.0,48152.0,0.644615385
Sunflower,2001,Summer     ,15,3457,1035.8,592354.0,1508.0,1.199444444
Urad,2001,Kharif     ,15,12334,1035.8,60021801.0,152802.0,0.543636364
Wheat,2001,Rabi       ,15,12633,1035.8,79252880.0,201760.0,1.313793103
Arhar/Tur,2001,Kharif     ,18,64,2406.4,5412.89,13.78,0.92
Cotton(lint),2001,Kharif     ,18,616,2406.4,63116.34,160.68,2.625
Maize,2001,Kharif     ,18,3349,2406.4,561000.09,1428.18,2.076666667
Maize,2001,Rabi       ,18,1617,2406.4,192412.92,489.84,1.6025
Masoor,2001,Rabi       ,18,55,2406.4,4595.85,11.7,1.023333333
Moong(Green Gram),2001,Kharif     ,18,10,2406.4,561.715,1.43,0.69
Moong(Green Gram),2001,Rabi       ,18,97,2406.4,8453.3001,21.5202,1.05
Peas & beans (Pulses),2001,Kharif     ,18,117,2406.4,10304.917,26.234,1.53
Peas & beans (Pulses),2001,Rabi       ,18,159,2406.4,14145.005,36.01,0.85
Potato,2001,Whole Year ,18,394,2406.4,38400.88,97.76,4.8975
Rapeseed &Mustard,2001,Rabi       ,18,1998,2406.4,254712.22,648.44,0.8475
Rice,2001,Kharif     ,18,8203,2406.4,5707024.4,14528.8,1.825
Sesamum,2001,Kharif     ,18,2747,2406.4,406988.05,1036.1,0.5025
Soyabean,2001,Kharif     ,18,1163,2406.4,129296.58,329.16,0.98
Sugarcane,2001,Whole Year ,18,1251,2406.4,140837.27,358.54,8.115
Tapioca,2001,Whole Year ,18,329,2406.4,31353.91,79.82,5.7375
Tobacco,2001,Whole Year ,18,316,2406.4,29821.96,75.92,0.76
Urad,2001,Kharif     ,18,38,2406.4,2859.64,7.28,1.02
Urad,2001,Rabi       ,18,46,2406.4,3676.68,9.36,0.643333333
Arhar/Tur,2001,Kharif     ,19,3847,1532.0,714910.0,1820.0,0.7225
Bajra,2001,Kharif     ,19,1340,1532.0,153195.0,390.0,0.66
Barley,2001,Rabi       ,19,2756,1532.0,408520.0,1040.0,2.00875
Cotton(lint),2001,Kharif     ,19,419,1532.0,40852.0,104.0,0.99125
Gram,2001,Rabi       ,19,950,1532.0,102130.0,260.0,1.0075
Groundnut,2001,Kharif     ,19,511,1532.0,51065.0,130.0,1.13
Groundnut,2001,Rabi       ,19,1260,1532.0,141960.7,361.4,1.25
Jowar,2001,Kharif     ,19,1340,1532.0,153195.0,390.0,0.8025
Jute,2001,Kharif     ,19,324,1532.0,30639.0,78.0,0.986666667
Linseed,2001,Rabi       ,19,5378,1532.0,1455352.5,3705.0,0.6475
Maize,2001,Kharif     ,19,7748,1532.0,4595850.0,11700.0,2.025
Moong(Green Gram),2001,Kharif     ,19,2283,1532.0,306390.0,780.0,0.745
Niger seed,2001,Kharif     ,19,9411,1532.0,10213000.0,26000.0,0.976
Peas & beans (Pulses),2001,Kharif     ,19,1628,1532.0,194047.0,494.0,0.815
Peas & beans (Pulses),2001,Rabi       ,19,4131,1532.0,817040.0,2080.0,1.0
Potato,2001,Whole Year ,19,2552,1532.0,362561.5,923.0,12.14875
Rapeseed &Mustard,2001,Rabi       ,19,5635,1532.0,1634080.0,4160.0,0.95125
Rice,2001,Kharif     ,19,10291,1532.0,15830150.0,40300.0,1.485
Rice,2001,Rabi       ,19,1340,1532.0,153195.0,390.0,1.76
Sesamum,2001,Kharif     ,19,1944,1532.0,247154.6,629.2,0.78
Sesamum,2001,Rabi       ,19,4044,1532.0,774145.4,1970.8,0.836
Small millets,2001,Kharif     ,19,4826,1532.0,1123430.0,2860.0,0.685
Soyabean,2001,Kharif     ,19,5912,1532.0,1838340.0,4680.0,1.458571429
Sugarcane,2001,Whole Year ,19,950,1532.0,102130.0,260.0,43.005
Sunflower,2001,Kharif     ,19,717,1532.0,74554.9,189.8,1.17625
Sunflower,2001,Rabi       ,19,868,1532.0,91917.0,234.0,1.17
Wheat,2001,Rabi       ,19,3526,1532.0,612780.0,1560.0,2.04
Arhar/Tur,2001,Kharif     ,20,9919,1672.5,12876550.4,32780.8,0.696666667
Arhar/Tur,2001,Rabi       ,20,314,1672.5,29617.7,75.4,0.616666667
Bajra,2001,Kharif     ,20,2764,1672.5,409541.3,1042.6,0.555
Castor seed,2001,Kharif     ,20,4297,1672.5,885467.1,2254.2,0.520909091
Castor seed,2001,Rabi       ,20,4424,1672.5,941638.6,2397.2,0.5328
Coriander,2001,Whole Year ,20,5160,1672.5,1318498.3,3356.6,0.449666667
Dry chillies,2001,Whole Year ,20,8691,1672.5,7152163.9,18207.8,0.844666667
Garlic,2001,Whole Year ,20,4366,1672.5,914063.5,2327.0,3.164666667
Ginger,2001,Kharif     ,20,5178,1672.5,1331775.2,3390.4,1.808666667
Gram,2001,Rabi       ,20,6954,1672.5,3014877.6,7675.2,0.514642857
Groundnut,2001,Kharif     ,20,8385,1672.5,6236772.71,15877.42,0.966666667
Horse-gram,2001,Kharif     ,20,9210,1672.5,9311294.23,23704.46,0.315172414
Jowar,2001,Kharif     ,20,5043,1672.5,1252113.8,3187.6,0.607894737
Jute,2001,Kharif     ,20,3029,1672.5,471023.56,1199.12,8.092222222
Linseed,2001,Rabi       ,20,6422,1672.5,2357160.4,6000.8,0.355333333
Maize,2001,Kharif     ,20,8022,1672.5,5252341.64,13371.28,0.714615385
Masoor,2001,Rabi       ,20,4328,1672.5,897722.7,2285.4,0.364
Moong(Green Gram),2001,Kharif     ,20,10817,1672.5,21703748.43,55252.86,0.235666667
Niger seed,2001,Kharif     ,20,9746,1672.5,11762312.1,29944.2,0.283076923
Niger seed,2001,Rabi       ,20,6863,1672.5,2889257.7,7355.4,0.365833333
Onion,2001,Whole Year ,20,6074,1672.5,1982343.3,5046.6,8.714333333
Other  Rabi pulses,2001,Rabi       ,20,7328,1672.5,3637870.6,9261.2,0.62
Other Kharif pulses,2001,Kharif     ,20,6297,1672.5,2189667.2,5574.4,0.47125
Potato,2001,Whole Year ,20,4044,1672.5,774145.4,1970.8,9.565714286
Ragi,2001,Kharif     ,20,8877,1672.5,7788638.06,19828.12,0.489166667
Rapeseed &Mustard,2001,Rabi       ,20,5359,1672.5,1446058.67,3681.34,0.139310345
Rice,2001,Kharif     ,20,13562,1672.5,459585000.0,1170000.0,1.583666667
Safflower,2001,Rabi       ,20,2727,1672.5,403413.5,1027.0,0.4905
Sesamum,2001,Kharif     ,20,8027,1672.5,5267150.49,13408.98,0.225
Small millets,2001,Kharif     ,20,7641,1672.5,4326226.8,11013.6,0.426875
Sugarcane,2001,Whole Year ,20,4824,1672.5,1122204.44,2856.88,52.85172414
Sunflower,2001,Kharif     ,20,475,1672.5,46979.8,119.6,0.568
Sunflower,2001,Rabi       ,20,4362,1672.5,913042.2,2324.4,0.664814815
Sweet potato,2001,Whole Year ,20,7463,1672.5,3929962.4,10004.8,8.193666667
Tobacco,2001,Whole Year ,20,3416,1672.5,580098.4,1476.8,0.524
Turmeric,2001,Whole Year ,20,6712,1672.5,2698274.6,6869.2,2.108
Urad,2001,Kharif     ,20,10213,1672.5,15210629.42,38722.84,0.255333333
Wheat,2001,Rabi       ,20,3836,1672.5,712458.88,1813.76,1.1288
Arhar/Tur,2001,Kharif     ,22,4421,479.3,939596.0,2392.0,0.913333333
Barley,2001,Rabi       ,22,6417,479.3,2348990.0,5980.0,3.26
Cotton(lint),2001,Kharif     ,22,12380,479.3,61992910.0,157820.0,1.896363636
Gram,2001,Rabi       ,22,3885,479.3,725123.0,1846.0,0.92
Groundnut,2001,Kharif     ,22,419,479.3,40852.0,104.0,1.0
Linseed,2001,Rabi       ,22,324,479.3,30639.0,78.0,1.0
Maize,2001,Kharif     ,22,10408,479.3,16851450.0,42900.0,2.7625
Masoor,2001,Rabi       ,22,2891,479.3,439159.0,1118.0,0.7675
Moong(Green Gram),2001,Kharif     ,22,6417,479.3,2348990.0,5980.0,0.562307692
Moth,2001,Kharif     ,22,324,479.3,30639.0,78.0,1.0
Rapeseed &Mustard,2001,Rabi       ,22,3167,479.3,510650.0,1300.0,1.262941176
Rice,2001,Kharif     ,22,13313,479.3,253997310.0,646620.0,3.517058824
Sesamum,2001,Kharif     ,22,6213,479.3,2093665.0,5330.0,0.509285714
Sugarcane,2001,Whole Year ,22,10126,479.3,14502460.0,36920.0,67.87176471
Wheat,2001,Rabi       ,22,13465,479.3,349284600.0,889200.0,4.487058824
Arhar/Tur,2001,Kharif     ,24,8480,481.3,6496795.69,16539.38,0.623333333
Bajra,2001,Kharif     ,24,9900,481.3,12775748.09,32524.18,1.3948
Cotton(lint),2001,Kharif     ,24,10397,481.3,16766579.97,42683.94,1.450740741
Groundnut,2001,Kharif     ,24,12490,481.3,67710351.66,172375.32,1.857142857
Jowar,2001,Kharif     ,24,11487,481.3,32399006.29,82480.58,1.009583333
Moong(Green Gram),2001,Kharif     ,24,9964,481.3,13174259.35,33538.7,0.415925926
Ragi,2001,Kharif     ,24,9898,481.3,12761960.54,32489.08,2.208076923
Rice,2001,Kharif     ,24,13236,481.3,210375340.1,535568.28,3.532857143
Sesamum,2001,Kharif     ,24,9053,481.3,8563396.24,21800.48,0.518148148
Sugarcane,2001,Whole Year ,24,11513,481.3,32801398.49,83504.98,102.0107407
Sunflower,2001,Kharif     ,24,3719,481.3,674772.91,1717.82,1.323
Urad,2001,Kharif     ,24,11183,481.3,27179141.99,69191.98,0.441481481
Arhar/Tur,2001,Kharif     ,27,11807,849.9,40262505.64,102499.28,1.03115942
Bajra,2001,Kharif     ,27,12723,849.9,86884748.51,221189.02,1.143333333
Barley,2001,Rabi       ,27,11095,849.9,25911708.69,65965.38,2.195362319
Cotton(lint),2001,Kharif     ,27,2990,849.9,460810.56,1173.12,1.3275
Gram,2001,Rabi       ,27,12703,849.9,85850682.26,218556.52,0.993623188
Groundnut,2001,Kharif     ,27,9606,849.9,10980506.95,27953.9,0.894915254
